Chrom,Location,SRR10901764.tmp,SRR10901775.tmp,SRR10901786.tmp,SRR10901806.tmp,SRR10901817.tmp,SRR10901829.tmp,SRR10901830.tmp,SRR10901831.tmp,SRR10901832.tmp,SRR10901833.tmp,SRR10901834.tmp,SRR10901835.tmp,SRR10901836.tmp,SRR10901837.tmp,SRR10901838.tmp,SRR10901839.tmp,SRR10901840.tmp,SRR10901842.tmp,SRR10901843.tmp,SRR10901845.tmp,SRR10901847.tmp,SRR10901848.tmp,SRR10901850.tmp,SRR10901851.tmp,SRR10901852.tmp,SRR10901853.tmp,SRR10901854.tmp,SRR10901855.tmp,SRR10901856.tmp,SRR10901857.tmp,SRR10901858.tmp,SRR10901859.tmp,SRR10901860.tmp,SRR10901861.tmp,SRR10901862.tmp,SRR10901863.tmp
chr10,23848460,5,7,13,3,0,2,3,2,17,10,10,9,0,4,14,12,11,5,7,3,13,20,8,5,5,17,3,13,5,10,0,7,9,10,15,12
chr10,23848475,5,7,14,4,0,2,3,3,18,10,13,9,0,4,15,13,11,7,7,3,15,21,10,6,5,20,4,14,5,11,0,8,11,11,17,13
chr10,23848406,10,15,23,8,0,2,4,6,30,18,23,12,0,6,24,24,15,9,15,8,26,30,19,8,6,30,9,23,8,13,0,12,17,19,23,18
chr10,10091363,10,15,23,8,0,2,4,6,30,18,23,12,0,6,24,24,15,9,15,8,26,30,19,8,6,30,9,23,8,13,0,12,17,19,23,18
chr10,23746507,11,16,25,9,0,2,8,6,34,21,26,14,0,7,26,26,15,11,17,10,29,31,23,10,7,34,13,27,8,16,0,14,19,22,24,20
chr12,1110476,13,15,43,10,0,1,8,4,45,36,38,26,3,22,28,41,22,4,28,16,40,31,30,23,11,35,17,47,5,21,0,25,36,36,36,30
chr12,1110479,13,15,43,10,0,1,8,4,44,37,37,26,3,22,28,40,22,4,28,16,40,31,31,22,11,36,16,46,5,21,0,25,36,37,36,30
chr12,6230658,15,17,42,10,0,0,7,4,47,34,38,25,3,20,29,42,22,4,31,19,37,33,33,23,13,38,18,46,6,24,0,26,38,38,35,29
chr12,6230660,17,19,44,12,0,1,8,3,50,38,37,30,3,20,33,41,20,7,31,22,39,35,34,24,14,41,16,47,6,26,0,29,39,37,39,28
chr12,6230685,19,27,44,15,0,1,10,3,54,39,43,29,1,22,40,41,21,10,32,23,44,39,38,26,18,46,14,51,7,30,0,35,43,39,44,38
chr12,6230691,5,2,5,2,0,0,2,1,5,7,7,9,0,2,3,3,2,1,6,1,6,7,5,5,2,10,3,6,4,3,0,6,6,5,8,8
chr12,6230707,5,4,4,2,0,0,4,1,5,6,3,8,0,2,0,1,2,1,2,1,4,5,4,5,2,9,2,2,4,4,0,7,8,7,8,7
chr12,6230141,5,4,4,2,0,1,4,2,6,6,2,9,0,4,0,1,2,3,3,1,6,5,4,6,2,9,2,2,4,5,0,8,9,9,8,10
chr12,6230146,61,50,56,44,0,4,32,13,81,49,61,62,3,27,51,78,23,61,50,30,60,43,47,51,33,74,37,53,49,55,3,62,61,68,52,44
chr12,6230156,58,50,57,44,0,4,32,13,81,49,55,63,3,27,50,76,22,60,51,31,61,40,48,53,34,71,37,52,45,54,3,61,60,65,51,43
chr12,6230162,65,48,59,44,0,5,32,13,84,51,59,66,4,32,56,74,25,66,55,36,64,46,50,53,38,75,38,54,46,56,3,64,64,65,49,43
chr12,6230163,34,31,36,36,0,1,15,6,41,24,46,36,0,22,24,40,20,42,38,21,30,27,27,28,21,42,23,27,20,29,2,35,37,39,26,21
chr12,6230164,34,33,37,33,0,1,16,8,38,26,48,37,0,24,24,41,20,42,42,21,31,26,29,29,21,43,24,27,21,30,2,37,37,44,28,23
chr12,6230216,29,24,29,31,0,1,14,5,35,34,53,28,1,20,19,36,17,29,38,18,31,25,24,31,13,33,16,23,23,25,3,33,32,35,29,19
chr12,6230684,32,24,33,33,0,1,13,5,37,37,55,30,1,19,20,38,18,30,43,20,34,25,26,34,15,35,19,25,25,28,3,36,35,35,33,22
chr12,6230100,1,5,9,2,0,2,3,3,15,9,8,5,0,3,11,8,7,4,6,3,9,14,8,5,6,13,2,11,4,6,0,5,6,6,13,9
chr13,33423077,5,7,15,4,0,2,3,3,19,10,13,9,0,4,16,13,11,7,7,3,15,21,10,6,5,20,4,14,5,11,0,8,11,11,17,14
chr13,33423123,13,16,42,9,0,1,8,4,45,36,39,24,3,21,32,40,23,4,28,17,43,29,32,22,10,37,17,46,6,22,0,23,35,35,34,32
chr13,872293,14,15,42,10,0,1,8,4,44,38,37,25,3,22,28,40,22,4,28,16,40,32,31,22,12,37,17,46,5,22,0,25,36,38,36,31
chr13,872373,19,24,46,17,0,1,10,3,50,38,41,28,1,22,40,40,22,9,33,23,43,39,36,26,18,42,16,53,6,30,0,34,40,39,45,37
chr13,872385,8,15,15,15,0,0,15,5,27,10,24,17,2,9,13,15,4,9,14,15,19,15,14,11,9,30,4,8,7,18,0,11,19,22,16,17
chr13,872394,8,15,15,15,0,0,15,5,27,10,24,17,2,9,13,15,4,9,14,15,18,15,14,11,9,29,4,8,7,18,0,11,19,22,16,17
chr13,872400,6,13,13,13,0,0,12,5,24,8,18,17,2,7,12,10,3,7,10,14,15,12,10,8,8,26,3,6,7,15,0,9,14,19,11,11
chr13,872320,6,11,13,13,0,0,12,5,22,8,16,14,2,7,11,10,3,5,9,14,13,10,10,7,7,23,4,6,6,14,0,8,13,15,10,10
chr13,5985417,6,11,12,12,0,0,12,4,21,7,16,14,2,7,10,10,3,5,9,13,12,9,10,7,7,23,4,6,6,14,0,8,13,14,10,10
chr13,5985418,2,5,2,4,0,1,2,2,12,3,5,3,0,2,3,6,1,2,1,1,8,5,5,3,3,5,5,8,3,3,0,4,4,6,7,1
chr13,5985461,3,5,5,4,0,1,5,3,16,8,11,5,0,3,9,8,2,2,3,2,10,7,8,7,4,11,5,11,4,7,0,8,7,7,9,7
chr13,5985462,3,5,5,4,0,1,5,3,17,8,12,5,0,3,9,8,2,2,3,2,10,7,9,7,4,11,5,11,4,7,0,8,7,7,9,7
chr13,5985465,3,5,7,4,0,1,6,3,19,10,14,6,0,3,9,9,2,2,3,2,12,9,10,7,5,12,6,12,4,7,0,10,8,10,10,9
chr14,10585221,15,17,44,11,0,0,7,4,46,36,39,26,3,21,29,42,22,4,31,19,37,33,33,24,13,40,19,47,6,24,0,27,38,38,35,30
chr14,10585362,27,27,47,22,0,1,14,8,58,42,48,31,1,22,43,42,24,15,38,30,46,42,39,28,23,48,13,54,12,34,0,41,48,43,50,38
chr14,16938330,24,28,44,23,0,4,22,10,52,37,52,36,2,19,42,43,34,9,29,18,45,44,23,30,18,52,10,51,13,36,3,37,38,50,41,32
chr14,16938354,4,6,12,3,0,2,3,2,16,9,9,9,0,4,14,12,10,5,7,3,12,19,8,5,5,16,2,13,5,9,0,6,7,10,15,12
chr14,16938360,3,1,4,7,0,3,4,1,3,10,6,5,0,1,4,13,6,9,6,4,5,3,14,3,2,9,9,9,4,8,0,3,5,3,1,6
chr14,16938366,4,1,3,6,0,3,4,1,2,10,5,4,0,1,4,11,5,7,8,4,5,3,12,3,2,7,8,8,4,8,0,2,5,5,2,5
chr14,10585201,2,3,3,1,0,0,4,0,8,3,4,4,0,4,9,5,2,0,0,3,3,2,1,2,3,5,0,3,0,3,0,1,6,4,1,1
chr14,11105392,2,2,5,2,0,0,3,0,1,1,5,3,0,3,3,6,0,0,3,3,8,6,3,3,2,7,2,8,3,2,0,6,1,6,3,3
chr14,11105403,7,12,19,5,0,2,3,5,24,13,17,11,0,5,19,16,13,8,10,5,19,27,15,6,6,25,7,18,8,11,0,11,11,14,20,17
chr14,11105408,20,24,45,16,0,1,9,4,48,38,40,27,2,22,38,41,21,9,31,22,40,38,34,27,17,43,17,51,7,28,0,31,40,39,45,35
chr14,15471760,20,24,45,16,0,1,9,4,49,38,40,27,2,22,38,42,21,10,31,23,40,38,34,27,17,44,17,51,7,28,0,31,40,40,45,35
chr14,15471766,23,27,43,17,0,1,10,5,55,41,46,31,1,20,41,38,20,13,34,24,43,41,37,26,20,48,14,52,9,30,0,37,44,40,45,37
chr14,15471767,25,28,45,18,0,1,11,7,56,42,46,32,1,22,43,38,19,13,36,25,44,41,37,25,20,49,14,54,9,32,0,36,45,42,46,37
chr14,15471775,3,2,4,2,0,0,5,1,8,5,3,2,0,1,3,6,3,2,6,2,7,2,3,3,3,8,2,2,4,1,0,11,2,0,1,9
chr14,11105386,3,0,3,2,0,0,3,1,7,6,3,2,0,1,5,5,2,2,6,3,6,4,2,4,1,7,2,1,5,1,0,9,2,0,2,6
chr14,11105764,3,0,3,2,0,0,3,1,7,6,3,2,0,0,6,4,2,2,5,3,7,5,1,4,1,6,2,1,6,1,0,9,3,0,1,5
chr14,11105467,3,0,3,2,0,0,3,1,7,5,3,2,0,0,5,4,2,3,4,3,7,4,1,4,1,6,2,1,5,1,0,9,3,0,1,5
chr15,20025459,5,2,5,1,0,1,1,1,5,7,8,8,0,2,3,3,2,4,7,1,6,8,6,4,2,9,2,8,5,4,0,6,6,5,8,9
chr15,20025461,5,2,5,1,0,1,0,1,5,7,8,9,0,2,3,3,2,3,7,1,6,8,5,4,2,9,3,7,5,4,0,6,6,5,8,9
chr15,20025465,5,4,4,2,0,0,3,1,5,6,3,8,0,2,0,1,2,1,2,1,4,5,4,5,2,9,2,2,4,4,0,6,8,7,6,6
chr15,20025469,5,4,4,2,0,0,4,1,5,6,3,8,0,2,0,1,1,2,2,1,4,5,4,5,2,9,2,2,4,4,0,7,8,7,8,7
chr15,20025472,5,4,4,2,0,0,4,2,6,6,3,9,0,4,0,1,1,2,3,1,5,5,4,6,3,9,2,2,4,5,0,8,9,9,8,10
chr15,20025478,5,11,12,12,0,0,12,4,21,7,15,14,2,7,10,10,3,5,9,13,12,9,10,7,7,23,3,7,6,14,0,8,11,14,10,9
chr15,20025480,2,5,2,4,0,1,1,2,11,3,5,3,0,2,3,6,1,2,1,1,7,5,5,3,3,5,4,8,3,3,0,3,4,6,7,1
chr15,20025487,2,5,2,4,0,1,2,2,12,3,6,3,0,2,3,6,1,2,1,1,8,5,5,3,3,5,5,8,3,3,0,4,4,6,7,1
chr15,20025491,2,1,9,3,0,0,4,2,7,9,10,9,0,3,11,10,5,0,8,2,9,4,1,4,3,9,2,9,1,8,0,10,7,6,6,2
chr15,20025576,2,1,9,3,0,0,4,2,7,8,9,9,0,3,11,10,4,0,8,1,9,4,1,4,3,9,2,9,1,8,0,9,7,6,6,2
chr15,20025583,1,3,9,5,0,0,4,2,6,7,7,7,0,3,10,10,4,0,7,1,8,4,1,4,2,8,2,8,1,7,0,9,7,7,6,2
chr15,20025595,5,5,3,4,0,0,0,2,6,5,6,6,0,3,9,9,5,0,4,4,11,2,4,2,3,3,3,5,3,4,0,6,8,0,8,4
chr15,20025543,5,5,3,4,0,0,0,2,6,5,6,6,0,3,9,9,5,0,4,4,10,2,4,2,3,4,3,5,3,4,0,6,8,0,8,4
chr15,20025562,5,5,4,4,0,0,0,2,8,6,8,8,0,3,10,10,5,0,5,4,10,4,4,3,4,6,4,6,3,4,0,7,11,1,8,4
chr15,20025482,5,5,4,5,0,1,0,3,8,6,8,8,0,4,10,10,5,0,6,4,10,4,4,3,4,6,4,6,3,4,0,7,11,1,8,4
chr15,20025453,8,7,5,6,0,1,0,3,15,7,13,10,0,4,10,11,6,0,7,6,12,5,4,4,5,7,5,9,3,5,0,7,13,1,9,5
chr15,20025577,10,9,2,9,0,1,6,4,21,8,14,11,0,5,9,12,4,1,13,5,15,8,9,7,5,15,7,17,7,6,0,4,15,4,6,7
chr15,20025580,61,49,57,44,0,4,32,12,82,48,60,62,3,27,51,77,23,62,50,30,59,42,46,51,32,71,37,54,47,55,3,62,61,68,52,43
chr15,20025655,17,21,44,12,0,1,8,3,50,37,39,30,3,21,33,40,20,8,31,22,40,35,34,25,14,43,17,49,7,27,0,29,40,38,42,28
chr15,4642140,22,25,41,16,0,1,10,5,54,40,45,30,1,20,41,37,20,12,33,24,43,40,36,25,19,46,13,51,7,29,0,36,43,39,43,38
chr15,4642158,6,4,4,1,0,1,4,2,6,5,2,9,0,4,0,2,2,3,3,1,5,5,3,6,2,8,2,2,4,4,0,8,9,10,8,11
chr15,20025490,3,5,5,4,0,1,5,3,16,7,11,5,0,3,9,8,1,2,3,2,10,7,8,7,4,11,5,13,4,7,0,8,7,7,9,6
chr15,29658084,3,5,6,4,0,1,5,3,17,8,12,5,0,3,9,8,2,2,3,2,10,7,9,7,4,11,5,12,4,7,0,8,7,7,9,7
chr16,14191578,14,8,29,9,0,1,9,6,35,32,29,26,1,9,21,33,16,2,21,8,20,14,17,20,13,26,10,34,7,20,0,12,18,30,34,11
chr16,14191584,31,29,36,32,0,1,15,7,33,27,48,34,1,21,22,39,19,40,41,21,30,26,26,29,17,37,20,24,18,29,3,37,33,43,27,22
chr16,14191775,2,0,3,1,0,0,2,1,8,7,3,2,0,0,6,2,2,2,5,2,4,7,1,4,1,3,2,1,4,1,0,9,5,0,2,4
chr16,14191792,5,5,4,4,0,0,0,2,8,6,8,8,0,3,10,9,5,0,5,4,10,3,4,3,4,6,4,6,3,4,0,7,10,1,8,4
chr16,14191795,6,6,5,3,0,1,1,0,8,6,9,9,0,4,13,10,3,3,6,0,7,6,7,5,2,11,5,12,2,7,0,11,13,6,14,11
chr16,14191885,4,6,4,3,0,0,1,0,6,4,6,6,0,4,10,6,2,2,7,0,6,5,6,5,1,9,3,9,1,4,0,9,8,6,12,11
chr16,14191999,7,5,12,6,0,0,9,2,10,6,9,9,0,4,6,13,7,5,8,2,10,10,6,4,4,13,3,11,6,6,0,19,7,11,12,9
chr16,14191784,7,5,12,6,0,0,9,2,10,6,9,8,0,4,6,13,7,5,7,2,10,10,6,4,4,13,3,11,6,6,0,18,7,11,12,8
chr16,14191829,4,5,8,5,0,0,6,2,8,5,9,7,0,4,5,11,7,4,5,1,9,8,5,3,4,12,3,10,6,5,0,15,7,9,8,4
chr16,14191906,4,5,8,5,0,0,5,2,8,5,9,6,0,4,5,10,7,4,5,1,9,8,5,3,3,12,3,11,6,5,0,15,7,9,8,4
chr16,14191907,8,7,12,4,0,1,7,0,9,5,12,14,0,5,14,11,3,6,11,3,17,9,10,2,6,13,9,16,2,5,0,17,14,9,16,11
chr16,14192097,5,3,5,1,0,0,4,1,5,1,9,9,0,3,10,5,5,3,6,1,10,7,8,4,2,10,5,13,0,4,0,11,5,8,11,5
chr16,14191576,4,3,6,5,0,0,3,2,6,5,6,5,0,3,5,8,7,1,3,1,9,8,5,4,3,10,3,10,6,5,0,16,6,7,7,2
chr16,14191590,4,4,7,3,0,0,3,2,10,7,6,5,0,3,6,4,7,1,6,3,13,5,3,4,4,6,2,6,1,3,0,9,9,9,11,7
chr16,14191662,6,6,5,4,0,1,2,0,8,6,9,9,0,4,13,11,4,3,6,0,8,6,7,5,2,11,5,12,2,7,0,11,13,7,15,11
chr16,14191689,16,16,18,7,0,1,11,4,22,24,34,19,0,4,31,31,8,5,22,12,28,25,22,22,7,30,7,25,15,20,0,21,31,21,22,20
chr16,14191738,20,17,31,15,0,3,13,7,29,19,42,23,0,12,30,32,14,8,25,12,26,14,21,16,18,37,8,26,18,33,1,34,30,30,21,21
chr16,14191764,19,16,26,8,0,3,12,6,27,26,45,22,0,10,33,28,12,8,23,14,29,18,19,23,14,38,11,23,17,28,1,30,32,31,25,22
chr16,14192118,19,17,26,9,0,3,12,5,26,27,44,21,0,9,33,27,11,7,23,14,27,18,19,22,14,36,10,24,17,28,1,32,32,31,24,21
chr16,14191968,19,15,32,15,0,3,14,8,26,21,42,25,0,11,29,29,15,8,24,12,25,13,20,15,18,35,7,26,18,34,1,35,31,30,21,20
chr16,14191592,18,18,32,15,0,3,15,11,27,20,42,24,0,12,29,30,15,8,25,13,27,14,15,16,18,37,8,24,19,38,1,37,31,31,22,20
chr16,14192002,3,3,6,4,0,0,3,2,6,4,6,5,0,3,5,8,6,1,3,0,9,8,5,4,3,10,3,9,6,5,0,16,6,7,7,2
chr16,14191887,2,3,6,3,0,0,2,2,5,3,6,5,0,3,5,7,6,1,3,0,9,8,4,4,3,10,2,9,5,4,0,15,4,7,8,2
chr18,2263293,2,2,6,2,0,0,2,2,5,3,6,4,0,3,5,6,6,1,3,0,8,7,3,4,3,9,2,9,4,4,0,15,4,7,8,2
chr18,2263311,2,2,5,1,0,0,2,2,5,4,6,5,0,3,5,5,6,1,3,0,7,7,3,4,3,7,3,9,3,4,0,15,4,6,7,2
chr18,2263314,1,2,5,1,0,0,2,2,3,3,5,4,0,3,5,5,6,1,3,1,7,8,3,4,3,7,3,9,1,4,0,17,4,6,6,2
chr18,2263333,2,2,4,2,0,0,3,2,4,3,7,4,0,3,7,5,4,2,5,1,9,7,2,4,3,7,3,10,0,4,0,15,4,6,7,3
chr18,2263345,2,1,4,1,0,0,3,2,4,3,7,4,0,3,7,5,4,2,5,1,9,7,3,4,3,7,3,10,0,4,0,15,4,5,8,4
chr18,2263809,2,2,4,2,0,0,2,2,3,3,7,4,0,3,6,5,5,1,4,1,9,7,2,4,3,6,3,10,1,4,0,14,4,5,6,2
chr18,2263814,2,2,4,2,0,0,3,2,4,3,7,5,0,3,7,5,4,2,5,1,9,7,2,4,3,7,3,10,0,4,0,15,4,6,7,2
chr19,19565850,5,3,5,1,0,0,3,1,5,1,9,9,0,3,9,5,5,3,6,1,10,7,8,4,2,10,5,13,0,4,0,11,5,6,11,4
chr19,19565863,5,3,8,2,0,1,4,1,7,2,10,11,0,5,10,6,4,3,8,1,11,6,8,4,3,11,4,11,0,4,0,12,6,7,13,6
chr19,24424719,4,4,9,3,0,1,4,1,7,3,11,12,0,4,11,8,4,3,11,2,15,8,8,3,5,10,5,11,0,5,0,14,8,6,14,8
chr19,24424720,4,4,9,3,0,1,4,1,7,3,11,13,0,4,11,8,4,3,11,2,15,8,8,3,5,10,5,11,0,5,0,14,9,6,14,8
chr19,24424725,8,5,12,4,0,1,6,1,7,4,10,14,0,4,12,10,4,4,11,2,18,7,8,3,5,12,8,12,1,5,0,16,13,8,15,11
chr19,24424726,6,5,11,6,0,0,6,2,9,6,9,8,0,4,6,12,7,4,6,1,9,8,6,4,3,12,3,11,6,6,0,17,7,10,12,5
chr19,19565861,4,5,8,5,0,0,3,3,7,5,6,4,0,4,5,8,6,3,5,1,9,9,5,4,3,10,3,11,6,6,0,13,7,8,8,4
chr19,24424715,6,2,4,4,0,0,5,0,4,4,6,9,0,0,5,7,3,5,8,4,12,8,10,5,0,7,3,12,4,3,0,6,7,8,11,2
chr19,19565859,8,3,4,3,0,1,7,0,5,3,3,10,0,0,5,5,3,4,12,4,15,9,12,5,0,7,1,8,4,3,0,6,7,10,10,2
chr19,19565870,8,3,4,3,0,1,7,0,5,3,3,10,0,0,5,5,3,4,12,4,15,9,12,5,0,7,1,8,4,3,0,6,7,9,11,2
chr2,19436156,8,2,2,3,0,1,7,0,6,4,4,10,0,0,6,5,3,4,12,5,14,9,10,4,1,6,2,8,4,3,0,6,7,9,11,1
chr2,19436175,4,3,5,5,0,0,4,0,5,3,7,6,1,6,11,8,0,0,1,0,4,9,6,5,3,7,6,1,2,2,0,4,3,5,14,3
chr2,19436217,27,26,32,27,0,4,15,6,28,27,38,34,0,7,42,47,14,16,29,12,23,22,21,21,16,40,23,35,13,30,1,48,24,37,33,36
chr2,19436231,26,26,32,27,0,4,15,7,29,27,38,36,0,8,42,48,14,16,31,12,23,22,23,22,16,42,22,37,12,30,1,48,24,36,34,36
chr2,19436232,26,26,32,28,0,4,15,7,28,27,38,35,0,8,42,48,14,16,30,12,24,21,23,22,15,42,21,36,11,28,1,47,24,36,34,36
chr2,19436240,26,25,35,29,0,4,15,6,25,30,36,35,0,8,44,48,15,16,30,12,25,21,21,24,17,42,21,39,11,30,1,48,25,34,35,37
chr2,19436296,16,14,9,8,0,0,9,2,21,13,18,23,0,7,12,18,6,4,12,8,17,7,6,14,3,23,3,11,3,7,0,10,18,5,16,6
chr2,19436159,16,14,9,8,0,0,9,2,21,13,18,23,0,7,12,18,6,4,12,8,17,7,6,14,3,21,3,11,3,7,0,10,18,5,16,6
chr2,19436167,15,11,10,7,0,0,8,1,18,10,17,21,0,5,8,16,7,4,9,6,12,7,7,9,3,15,1,9,3,6,0,8,15,3,13,3
chr2,19436238,13,13,16,7,0,0,13,3,20,15,19,23,0,8,11,24,5,12,14,10,15,13,14,11,2,16,3,10,2,14,0,10,21,10,22,6
chr2,19436253,13,13,16,7,0,1,13,3,22,14,21,24,0,9,11,26,5,12,16,11,14,15,13,12,2,16,3,10,2,14,0,12,22,10,22,5
chr2,45317620,6,8,11,5,0,1,7,3,16,10,14,15,0,12,8,11,1,3,8,10,10,7,12,9,2,19,0,9,5,13,1,6,15,8,17,6
chr2,45317673,4,7,6,4,0,0,5,0,17,6,8,13,0,8,8,9,6,2,7,5,12,7,6,11,3,10,0,2,0,9,2,5,10,6,10,4
chr2,45317679,9,7,5,4,0,0,3,1,10,7,8,9,1,5,8,9,2,0,7,3,6,6,7,12,1,11,5,3,0,9,0,11,7,4,11,4
chr2,45317680,17,18,14,6,0,0,7,1,21,14,18,18,1,6,13,18,3,0,13,13,15,13,16,11,2,16,8,4,1,12,0,19,19,5,17,9
chr2,19436244,17,18,15,6,0,0,7,1,23,16,20,20,1,7,14,20,3,0,13,12,15,13,17,11,3,17,9,5,1,13,0,20,19,5,20,9
chr20,17430818,17,18,15,6,0,0,7,2,25,18,22,21,2,7,15,20,4,0,14,12,16,13,17,12,3,17,11,5,1,13,0,20,19,6,20,10
chr20,17431022,18,18,16,6,0,0,7,1,26,18,23,23,2,5,15,20,5,0,14,12,16,13,17,13,4,20,11,5,1,14,0,20,21,6,21,10
chr20,17431067,13,14,13,3,0,0,7,2,28,18,24,20,0,12,9,16,9,1,17,11,25,17,23,14,3,31,5,7,2,17,0,22,17,5,27,9
chr20,17431072,10,12,13,3,0,0,7,2,27,17,23,18,0,12,9,17,8,1,17,11,21,15,24,12,2,30,5,7,2,16,0,20,15,5,27,9
chr20,17431074,9,12,11,3,0,0,6,1,22,14,20,18,0,11,7,13,8,1,14,10,18,12,19,10,2,26,4,7,1,16,0,18,12,4,24,8
chr20,17762358,7,12,10,5,0,0,2,0,11,5,12,15,0,3,5,13,4,0,8,9,16,7,12,9,1,19,5,7,0,11,0,12,6,4,17,6
chr20,17762374,6,12,10,5,0,0,2,2,11,1,13,14,0,2,4,12,4,0,9,5,16,5,12,9,1,19,5,9,0,12,0,12,7,4,16,3
chr20,17762375,6,12,10,5,0,0,2,2,10,1,15,14,0,2,4,11,4,0,8,5,17,5,12,9,1,19,5,9,0,12,0,11,8,4,15,3
chr20,17762378,6,9,10,4,0,0,2,3,12,3,14,12,0,4,4,6,4,0,7,3,13,4,14,6,2,19,4,8,0,13,0,7,8,4,20,4
chr20,17762379,27,25,37,29,0,3,16,6,27,31,36,36,0,8,44,50,16,16,30,12,25,23,21,24,17,44,20,39,12,28,1,49,26,36,36,37
chr20,17430995,14,15,9,9,0,0,10,2,22,15,19,23,0,11,13,22,7,5,14,10,19,10,6,15,5,26,5,12,4,7,1,12,19,6,20,6
chr20,17431002,15,11,10,7,0,0,8,1,18,12,17,21,0,5,9,16,7,4,10,7,14,7,7,9,3,17,2,9,3,6,0,9,15,4,14,3
chr20,17431003,6,8,12,5,0,1,7,3,16,12,14,16,0,13,8,11,1,3,9,10,10,8,12,9,2,19,0,9,5,13,1,6,15,9,19,6
chr20,17431075,4,7,8,5,0,0,5,0,19,6,8,14,0,8,8,9,7,3,7,5,13,9,6,11,3,10,0,2,0,9,2,6,10,6,11,4
chr20,17431081,4,7,8,5,0,0,5,0,20,6,8,14,0,8,8,9,7,3,7,5,13,9,6,11,3,11,0,2,0,9,2,6,10,7,12,4
chr20,17764742,4,7,8,5,0,0,6,0,20,7,8,16,0,8,8,9,7,5,7,5,12,9,6,13,3,11,0,2,0,9,2,6,11,7,13,4
chr20,17764743,8,10,12,4,0,0,5,1,21,15,19,17,0,11,6,13,7,1,11,10,17,12,16,10,2,26,5,7,1,14,0,17,12,4,24,8
chr20,17764766,5,10,12,4,0,0,2,3,13,3,16,14,0,5,4,7,6,0,8,2,12,4,15,6,2,19,4,9,0,14,0,7,9,4,22,5
chr20,17764769,7,8,13,5,0,0,3,1,14,5,18,16,0,5,4,7,8,0,11,2,13,3,16,8,2,21,5,11,0,14,0,8,14,4,22,9
chr20,17430841,27,25,34,29,0,4,14,8,28,29,36,37,0,9,44,48,14,16,30,13,25,21,22,23,17,43,21,38,11,30,1,48,24,35,34,36
chr20,17430897,12,6,6,4,0,0,2,3,12,8,10,13,2,3,8,8,1,4,8,6,4,12,9,9,2,11,5,6,1,9,0,11,9,5,15,5
chr20,17764783,11,13,13,3,0,0,7,2,27,16,23,18,0,12,9,17,8,1,17,11,22,14,24,12,2,30,5,7,2,16,0,19,15,5,27,9
chr21,457327,8,9,13,4,0,0,5,1,19,14,17,16,0,12,6,14,7,1,10,10,17,12,17,10,2,25,5,7,1,13,0,16,12,4,23,8
chr21,457330,8,10,8,2,0,1,6,1,15,3,15,16,0,5,11,10,4,4,10,6,9,9,10,18,4,23,5,16,3,11,0,14,14,10,10,10
chr21,457333,34,24,35,27,0,1,13,5,36,43,36,43,0,10,36,55,15,16,28,14,37,18,23,23,20,46,16,41,12,30,1,44,27,36,39,34
chr22,4157579,12,14,13,3,0,0,7,3,29,19,28,22,1,12,11,16,8,1,17,11,24,17,23,16,4,31,7,8,2,16,0,20,17,6,25,8
chr22,22863386,8,10,7,2,0,1,6,1,14,2,14,16,0,5,10,9,4,4,9,6,9,8,10,18,4,20,4,16,3,11,0,14,14,10,10,10
chr22,22863390,10,12,12,3,0,0,7,2,24,15,23,18,0,11,8,17,8,1,16,11,20,15,22,11,2,26,4,7,1,17,0,17,13,4,25,8
chr22,22863403,12,10,8,6,0,0,7,1,17,10,17,21,0,5,8,14,6,3,7,6,10,7,6,9,3,12,0,8,2,5,0,5,14,4,12,4
chr22,22863481,29,35,38,25,0,6,25,9,39,35,45,38,0,13,33,52,14,28,35,23,33,35,32,27,18,51,27,37,16,44,2,35,40,40,44,30
chr22,22864170,30,34,38,25,0,6,26,9,40,36,44,38,0,13,33,50,14,29,36,23,32,35,31,28,18,51,25,36,16,43,2,36,39,41,47,30
chr22,22864171,32,32,37,27,0,5,25,10,41,32,39,38,0,13,30,52,14,30,39,23,32,36,29,30,20,50,24,37,16,40,2,39,38,42,47,27
chr22,22864174,5,5,6,5,0,0,6,1,9,7,10,11,0,4,3,12,1,1,7,5,6,6,6,5,2,6,2,5,0,8,0,2,12,4,8,1
chr22,22864184,4,4,3,3,0,0,1,1,3,7,6,6,0,4,2,5,1,0,4,0,8,1,6,4,1,10,0,4,0,6,1,0,5,4,8,1
chr22,4158007,3,4,3,3,0,0,1,1,5,7,6,6,0,4,2,5,1,0,3,0,8,1,7,4,1,10,0,4,0,6,1,0,6,4,8,1
chr22,1982558,3,4,3,3,0,0,1,1,5,7,6,6,0,4,2,5,1,0,3,0,8,1,7,4,1,10,0,4,0,6,1,0,6,4,8,1
chr22,1982565,9,7,10,4,0,1,9,2,11,16,17,18,0,6,4,16,4,9,11,7,16,10,12,12,3,23,4,12,3,12,1,5,17,12,19,5
chr22,1982567,10,10,14,5,0,2,9,3,20,14,18,20,0,15,11,13,3,3,12,11,10,10,14,9,2,25,0,10,5,16,1,10,18,9,22,8
chr22,1982571,5,7,9,4,0,1,5,3,13,8,10,13,0,9,7,10,1,3,5,7,8,6,9,6,2,14,0,6,3,11,1,3,12,6,12,5
chr22,22864179,5,7,9,4,0,1,5,3,13,7,10,12,0,8,6,11,1,3,5,7,8,6,9,6,2,14,0,5,3,11,1,3,12,6,11,5
