Chrom,Location,SRR10901765.tmp,SRR10901766.tmp,SRR10901767.tmp,SRR10901768.tmp,SRR10901769.tmp,SRR10901770.tmp,SRR10901771.tmp,SRR10901772.tmp,SRR10901773.tmp,SRR10901774.tmp,SRR10901776.tmp,SRR10901777.tmp,SRR10901778.tmp,SRR10901779.tmp,SRR10901780.tmp,SRR10901781.tmp,SRR10901782.tmp,SRR10901783.tmp,SRR10901784.tmp,SRR10901785.tmp,SRR10901787.tmp,SRR10901788.tmp,SRR10901789.tmp,SRR10901790.tmp,SRR10901791.tmp,SRR10901792.tmp,SRR10901793.tmp,SRR10901794.tmp,SRR10901795.tmp,SRR10901796.tmp,SRR10901797.tmp,SRR10901798.tmp,SRR10901799.tmp,SRR10901800.tmp,SRR10901801.tmp,SRR10901802.tmp,SRR10901803.tmp,SRR10901804.tmp,SRR10901805.tmp,SRR10901807.tmp,SRR10901808.tmp,SRR10901809.tmp,SRR10901810.tmp,SRR10901811.tmp,SRR10901812.tmp,SRR10901813.tmp,SRR10901814.tmp,SRR10901815.tmp,SRR10901816.tmp,SRR10901818.tmp,SRR10901819.tmp,SRR10901820.tmp,SRR10901822.tmp,SRR10901823.tmp,SRR10901824.tmp,SRR10901825.tmp,SRR10901826.tmp,SRR10901827.tmp,SRR10901828.tmp
chr13,11781905,17,0,8,12,11,7,20,9,13,11,7,10,8,14,11,6,13,16,12,9,7,4,12,18,43,5,11,10,7,11,12,8,6,1,0,14,13,7,9,13,7,13,0,1,14,10,26,22,15,13,5,10,0,13,16,10,17,5,5
chr13,3878300,15,0,8,12,11,7,21,10,12,11,9,11,8,15,11,7,14,16,12,10,5,4,12,18,42,3,11,10,7,11,12,8,6,1,1,15,12,7,12,13,6,16,0,1,15,11,23,25,16,14,7,10,0,13,17,11,18,4,5
chr13,3878303,14,0,7,13,13,7,16,8,10,8,9,9,3,10,9,5,11,10,8,10,5,2,8,14,37,2,7,7,7,10,8,5,3,2,1,12,7,7,12,10,6,15,0,1,16,11,19,23,13,11,8,8,0,9,17,8,16,4,3
chr13,3878374,27,2,9,14,7,15,33,22,19,8,10,12,7,15,9,8,12,18,13,12,22,7,14,24,51,8,12,9,12,16,14,5,8,0,1,28,18,15,20,16,16,16,0,1,25,15,28,20,18,19,8,11,0,12,11,19,27,4,9
chr13,3878396,26,2,9,14,7,15,32,21,19,8,10,11,7,14,9,8,11,18,13,12,22,7,14,24,51,8,12,8,12,16,14,5,8,0,1,27,17,14,20,16,16,16,0,1,24,15,28,20,17,19,8,11,0,12,11,18,27,4,9
chr13,3880947,25,2,9,14,7,15,32,21,20,8,10,11,7,14,9,8,11,19,13,11,22,7,13,23,50,8,12,8,12,14,14,5,7,0,1,27,17,14,20,17,17,16,0,1,24,15,28,21,18,19,8,11,0,12,11,18,26,4,9
chr13,3881026,25,1,11,13,11,6,23,11,9,10,10,16,3,8,7,0,7,21,13,8,7,5,4,21,48,3,12,7,9,16,12,5,2,0,0,23,10,13,19,14,13,14,0,0,22,11,24,21,19,19,8,4,0,10,9,14,19,4,8
chr13,3881161,21,2,9,10,12,8,20,9,6,9,10,13,3,6,6,0,7,19,11,6,6,3,3,21,42,3,12,6,10,13,13,6,2,0,0,20,13,12,16,9,14,13,0,0,16,10,20,19,18,18,7,3,0,9,8,10,18,4,7
chr13,3880970,14,0,7,13,13,7,16,9,10,9,9,9,3,10,10,5,11,10,9,10,5,2,9,14,37,2,7,7,7,10,8,5,4,2,1,12,7,7,12,10,6,15,0,1,16,11,19,23,13,11,8,8,0,9,17,8,16,4,3
chr13,11781906,14,0,7,13,13,7,16,8,11,11,9,9,4,12,11,6,12,11,10,9,4,3,9,16,39,2,7,7,7,11,9,7,5,1,1,12,9,8,11,11,6,16,0,1,17,11,21,25,13,12,7,10,0,8,17,9,16,4,4
chr13,11781880,27,2,12,13,13,12,28,10,12,8,12,17,5,9,7,3,11,24,17,8,5,5,9,23,45,5,14,8,12,17,17,7,11,0,1,23,15,13,17,14,14,14,0,0,18,8,21,26,18,21,8,5,0,12,11,10,16,4,6
chr14,21131065,23,2,9,10,11,7,22,8,7,7,9,13,4,8,5,1,7,19,12,5,7,4,3,20,44,3,11,5,10,13,14,6,5,0,1,20,14,13,17,9,13,13,0,0,15,8,20,19,18,17,6,3,0,9,9,9,16,2,5
chr14,21131066,35,3,19,29,21,25,44,32,27,34,25,32,17,29,25,25,22,29,23,28,24,23,33,46,92,19,30,24,23,33,28,21,35,0,2,32,37,16,26,25,18,29,0,0,33,19,46,36,33,25,15,18,0,29,21,18,38,9,17
chr14,21131079,37,3,21,32,23,27,46,35,28,34,28,34,17,31,26,26,22,32,24,29,26,24,35,47,98,21,32,25,27,33,30,22,36,0,2,34,39,16,27,26,20,30,0,0,36,20,46,38,33,26,16,19,0,30,23,19,41,10,18
chr14,21132596,40,3,22,35,25,29,51,39,30,33,30,38,21,32,28,27,26,35,25,29,31,23,38,48,105,22,35,28,30,36,32,24,39,0,2,37,40,19,30,28,20,32,0,0,39,22,49,41,35,27,17,21,0,32,23,20,44,12,20
chr14,21132611,43,3,26,35,27,30,51,41,33,33,32,41,24,34,29,27,28,37,25,32,32,23,42,51,110,23,37,32,33,37,31,26,40,0,2,37,42,20,33,28,19,31,1,0,43,24,49,43,37,29,18,20,0,33,23,20,44,13,21
chr14,21132631,60,2,35,36,33,31,69,49,41,29,38,46,33,46,28,37,24,57,32,40,39,28,43,50,113,16,38,36,32,33,34,39,38,0,4,58,40,27,30,27,23,27,3,0,52,32,65,51,30,38,18,27,0,36,27,25,37,14,19
chr14,21132866,63,3,37,35,32,29,68,51,40,32,36,44,31,46,28,37,20,54,36,45,37,31,38,48,105,15,38,31,29,31,35,35,38,0,4,59,38,26,29,29,27,26,2,1,52,29,69,50,31,40,17,28,0,42,29,25,35,14,20
chr14,21132886,62,3,33,37,32,29,68,52,42,29,34,44,30,45,28,36,21,53,41,44,34,32,38,49,100,16,40,31,30,29,33,35,35,0,4,55,38,25,30,31,25,28,3,1,52,30,70,49,30,39,16,28,0,41,29,24,36,15,20
chr14,21134464,56,1,39,33,32,33,71,58,54,36,33,42,27,57,35,46,32,42,34,46,32,22,44,68,108,31,43,37,26,43,42,39,42,1,2,50,47,30,44,33,18,31,0,1,49,30,71,47,39,25,15,33,0,33,24,28,51,19,28
chr14,21134522,55,0,40,31,36,32,69,66,51,35,32,40,24,61,41,41,35,40,40,42,38,20,41,64,100,30,39,40,28,42,40,36,41,1,3,46,48,32,41,37,20,36,1,2,47,31,74,48,34,32,15,33,0,35,22,26,51,16,26
chr14,21134528,23,1,6,22,6,9,13,11,10,11,19,21,15,20,17,25,8,13,22,18,15,3,11,24,55,12,21,10,4,10,15,8,20,0,1,6,15,9,9,9,7,7,0,0,17,6,31,20,19,12,7,9,0,16,6,6,12,4,5
chr14,21134556,23,1,7,22,6,8,14,10,11,11,20,21,16,21,17,25,8,14,23,19,15,5,11,25,54,13,22,12,5,12,16,8,19,0,0,6,15,8,8,10,8,7,0,0,16,6,31,20,20,13,6,10,0,17,6,6,13,4,6
chr14,21134563,6,1,0,6,3,2,3,6,4,2,11,4,3,2,6,6,2,5,6,2,3,1,6,7,18,2,9,5,1,3,3,2,1,0,1,2,8,2,5,3,2,3,0,0,2,3,8,6,4,4,2,2,0,11,2,0,3,1,4
chr14,21132614,8,1,0,5,3,2,3,7,4,2,11,5,3,2,6,6,2,6,6,2,2,2,5,7,18,2,9,6,4,3,4,2,1,0,1,2,8,2,5,3,2,4,0,0,2,3,9,6,4,4,2,2,0,11,2,0,3,1,4
chr14,21132626,8,2,0,5,3,3,3,9,6,2,11,8,4,2,6,8,2,7,7,2,4,2,7,8,23,4,10,5,4,3,6,2,1,0,1,2,8,2,6,3,2,5,0,0,3,3,10,6,5,6,3,3,0,11,2,0,3,1,4
chr14,21132634,15,2,1,9,6,5,12,14,10,4,13,12,8,6,9,12,6,14,12,5,8,7,10,12,33,9,15,8,7,5,7,5,4,0,1,7,9,7,8,6,4,11,0,0,8,5,14,10,8,8,7,5,0,17,6,1,4,3,6
chr14,21132646,16,2,1,9,6,6,14,15,11,4,13,13,7,7,11,13,6,15,14,6,9,7,10,13,34,9,15,10,7,6,9,6,5,0,2,9,10,8,9,8,4,10,0,0,8,5,16,11,8,9,8,6,0,17,6,1,5,4,7
chr14,23834812,13,0,7,7,6,6,9,8,6,10,10,7,3,5,3,9,6,15,5,7,8,5,11,12,39,2,5,11,3,5,7,10,7,0,0,4,7,4,9,6,4,3,1,0,14,7,15,10,7,6,8,10,0,5,10,3,12,6,5
chr14,21134754,13,0,5,7,5,5,6,7,5,8,10,6,3,5,3,8,4,13,4,7,9,4,10,11,36,2,6,12,3,4,6,9,7,0,0,3,5,2,8,4,4,2,1,0,13,7,12,10,7,5,7,9,0,4,10,4,10,6,5
chr14,23834820,25,1,13,11,23,8,23,24,15,9,15,9,13,20,3,15,5,17,10,10,10,11,20,22,44,6,18,13,13,16,10,15,12,0,2,12,10,11,10,11,7,16,1,0,14,9,32,16,9,10,4,13,0,12,14,10,15,4,20
chr14,23834881,35,4,19,27,20,25,44,32,28,34,24,31,17,32,25,26,24,30,24,28,23,22,32,46,92,19,30,24,22,33,28,23,33,0,2,32,36,17,26,24,17,29,0,0,31,19,48,35,32,25,15,19,0,30,19,17,38,10,16
chr14,9729279,60,3,41,43,31,31,78,58,62,36,33,40,32,60,33,55,37,49,41,44,41,19,45,69,115,28,46,42,29,47,38,38,42,2,3,54,49,31,49,30,21,33,1,1,56,33,77,56,48,34,17,39,0,36,24,30,49,19,32
chr14,21131085,74,8,44,41,52,40,79,82,56,43,53,52,36,63,42,59,54,47,56,49,40,33,48,69,114,32,59,55,39,41,34,31,57,2,2,50,42,42,50,51,47,53,3,0,58,37,78,62,42,42,16,41,0,47,30,43,57,19,30
chr14,21132681,70,6,41,39,53,43,74,79,52,41,54,55,40,66,43,61,55,51,53,53,41,35,50,70,112,29,59,54,40,41,36,34,57,3,0,45,41,42,50,48,46,54,3,0,60,36,77,62,42,44,17,46,0,44,32,42,55,20,30
chr14,21132699,68,6,38,39,51,42,71,79,50,41,52,53,40,64,42,61,52,51,51,51,40,34,48,69,111,27,59,52,39,42,35,32,55,3,0,42,40,41,49,46,45,52,3,0,59,35,74,59,41,44,16,44,0,43,30,42,54,19,28
chr14,21132731,66,6,39,39,49,41,70,75,49,39,50,52,39,64,42,61,50,50,49,51,38,35,47,69,112,26,58,51,37,42,33,32,53,3,0,41,40,41,51,44,42,50,3,0,58,35,73,59,39,43,16,42,0,42,29,41,54,20,27
chr14,21132869,66,6,40,37,45,38,69,69,43,35,49,50,40,63,40,60,48,49,45,49,34,34,47,62,110,26,54,47,35,41,32,34,50,3,0,41,40,43,50,44,41,44,3,0,57,32,68,54,35,42,15,40,0,40,29,40,53,18,27
chr14,22839865,79,9,50,60,59,57,87,72,58,66,67,65,50,62,43,52,63,54,56,61,60,33,63,100,131,40,62,66,43,58,52,47,62,4,3,63,51,54,59,57,46,45,1,1,82,55,84,90,68,63,29,52,0,43,49,37,65,21,38
chr14,22839866,78,8,49,60,60,56,87,75,60,68,68,66,50,61,44,52,62,55,56,62,61,33,63,98,131,40,62,66,42,57,51,44,64,5,3,64,50,54,61,58,44,44,1,1,82,54,86,89,68,62,30,50,0,43,52,38,65,21,38
chr14,21132859,13,0,6,7,5,5,8,7,5,10,11,6,3,4,3,9,5,13,4,8,8,4,10,11,36,2,5,12,3,5,7,9,7,0,0,3,5,3,9,5,4,2,1,0,13,8,14,10,7,5,8,9,0,4,10,3,10,6,4
chr14,21134531,13,0,6,7,5,5,8,7,5,10,11,6,3,4,3,9,4,13,4,8,8,4,10,11,36,2,5,12,3,4,7,9,7,0,0,3,5,3,9,5,4,2,1,0,13,7,13,10,7,6,8,9,0,4,10,3,10,6,5
chr14,21132916,29,1,13,10,19,7,23,23,15,10,18,8,15,20,6,17,6,16,10,10,10,14,19,21,44,5,18,12,14,15,8,16,13,0,1,11,12,7,10,14,8,15,1,0,12,10,29,16,13,9,6,14,0,13,15,10,18,5,16
chr14,21132999,22,2,4,0,5,13,10,17,2,7,5,10,5,12,13,10,9,9,6,5,8,9,11,16,34,3,18,12,9,17,15,7,18,0,0,6,14,9,6,7,9,9,1,0,19,6,26,22,8,16,7,5,0,8,14,7,19,5,2
chr14,21133057,20,2,4,0,5,12,10,18,2,7,6,11,6,13,12,11,9,9,8,5,10,9,10,16,37,3,18,12,9,16,14,7,18,0,0,6,15,9,6,8,9,9,1,0,20,6,27,22,8,14,7,5,0,8,14,7,19,6,2
chr14,21131112,17,2,10,5,9,10,13,15,11,9,11,18,11,10,8,12,12,12,11,10,11,10,13,15,46,6,10,9,9,16,15,8,15,0,1,8,16,11,11,7,5,7,0,0,19,9,39,16,10,12,7,9,0,6,11,7,17,6,5
chr14,21134639,15,2,14,6,8,9,17,16,14,13,14,19,14,12,7,13,12,11,11,13,10,10,13,13,52,6,10,8,12,19,15,8,16,0,1,12,13,14,11,8,6,7,0,0,20,7,42,12,12,13,7,10,0,7,10,5,17,4,7
chr14,21131077,54,0,38,31,34,31,71,64,52,39,36,38,26,59,37,42,34,38,36,45,35,22,43,67,105,31,42,38,24,42,42,38,44,1,2,49,49,30,45,34,21,31,0,2,46,31,72,45,35,29,16,32,0,34,22,27,52,15,25
chr14,21132871,56,0,38,31,35,31,70,64,50,39,35,39,26,60,40,42,35,40,36,44,36,23,43,65,101,32,41,39,24,43,44,37,44,1,2,47,49,30,42,34,21,33,0,2,47,31,71,46,34,29,16,34,0,36,21,28,52,15,26
chr14,21133069,23,1,7,22,6,8,14,10,11,11,20,21,16,21,17,25,8,14,22,19,15,4,10,25,55,13,22,12,5,10,16,8,20,0,0,6,16,8,8,10,8,7,0,0,16,6,31,20,20,13,5,10,0,17,6,6,13,4,6
chr15,15345055,30,1,16,12,23,9,22,24,14,10,19,8,16,19,5,16,7,19,9,9,10,14,20,24,45,6,17,13,13,17,9,16,15,0,2,11,11,10,12,13,8,18,1,0,15,9,32,18,13,8,6,15,0,15,15,12,16,5,19
chr15,23355809,29,1,15,11,22,9,22,23,13,10,18,9,13,20,5,15,5,19,9,9,10,14,20,22,44,6,18,13,13,16,10,15,14,0,2,11,11,10,12,13,7,17,1,0,14,9,32,18,12,8,5,14,0,15,15,11,16,5,20
chr15,23355811,34,4,19,27,18,24,44,32,27,34,23,31,17,31,24,25,23,30,23,27,22,22,31,45,91,19,29,24,21,33,28,24,32,0,2,31,36,16,25,23,17,28,0,0,30,19,47,34,31,24,15,18,0,29,18,17,37,10,15
chr15,23355812,8,1,4,6,4,4,7,7,5,3,6,3,1,4,4,5,5,5,11,5,6,3,5,3,21,0,2,3,5,8,7,6,9,1,0,3,5,6,4,5,4,5,0,0,8,6,12,4,6,6,4,3,0,3,0,3,9,1,1
chr15,23355813,7,1,2,4,5,3,8,5,3,3,6,4,2,3,5,5,4,5,10,5,4,4,5,4,21,0,2,3,4,8,7,6,11,1,0,3,5,6,4,3,4,4,0,0,8,4,12,4,7,6,3,2,0,3,0,4,9,1,1
chr15,23355825,7,1,2,4,5,2,8,4,3,3,6,4,3,3,5,3,4,5,9,5,4,4,4,4,21,0,2,3,4,9,7,5,11,1,0,3,4,6,4,3,3,3,0,0,8,4,10,4,6,6,3,2,0,3,0,4,9,1,1
chr15,23162786,8,1,2,4,5,2,8,5,3,3,6,4,3,3,5,3,4,6,10,5,4,4,4,5,21,0,2,3,4,9,8,5,11,1,0,4,5,6,4,4,3,2,0,0,8,4,10,4,6,6,3,2,0,3,0,4,9,2,1
chr15,23162809,9,1,2,4,5,2,8,4,4,3,6,4,2,3,5,3,3,6,10,4,5,3,5,5,21,0,3,3,4,9,8,5,11,1,0,4,5,6,5,3,3,2,0,0,8,4,9,3,5,7,2,2,0,3,0,4,8,2,1
chr15,23162958,9,2,2,4,5,3,8,5,4,3,5,5,2,2,5,3,3,6,8,5,5,3,5,5,24,0,4,4,4,9,8,6,12,1,0,4,5,6,6,3,3,2,0,0,9,5,10,4,6,7,2,2,0,2,0,3,7,2,1
chr15,23163019,5,1,0,0,1,2,4,5,2,2,1,2,2,2,2,4,1,5,7,3,3,3,2,3,14,0,3,2,3,3,6,1,10,1,0,3,5,3,5,1,1,2,0,0,5,4,6,3,2,3,1,2,0,2,1,1,5,2,0
chr15,23163027,15,2,14,6,8,9,17,16,14,13,14,19,15,11,7,12,12,11,11,13,10,10,13,13,51,6,10,8,12,19,14,8,16,0,1,12,13,14,11,7,6,7,0,0,20,6,42,12,12,13,7,10,0,8,10,5,17,4,7
chr15,23162789,21,1,8,8,8,6,12,11,7,12,13,8,6,7,5,9,7,17,6,9,11,9,13,15,45,4,8,14,3,9,7,13,7,0,0,6,8,7,13,7,4,4,1,0,15,9,17,11,8,8,11,12,0,7,17,4,13,8,5
chr15,23162998,12,0,3,8,5,5,10,10,5,6,10,11,4,7,5,8,4,12,4,9,9,6,9,8,28,5,8,11,4,3,5,10,9,0,0,5,4,4,9,4,3,2,1,0,13,5,14,9,5,5,5,7,0,6,8,4,6,3,6
chr15,23163028,59,3,31,41,40,49,75,61,55,52,49,50,38,59,38,50,45,57,42,57,47,26,42,78,108,32,49,49,28,50,43,35,51,2,4,47,39,41,45,32,39,39,2,1,57,34,70,62,48,43,20,35,0,49,29,30,45,23,31
chr16,6614507,59,3,30,42,39,48,74,63,54,51,47,49,37,57,36,50,44,56,42,56,45,27,43,76,108,29,48,46,27,51,43,32,49,2,3,46,36,39,41,29,39,39,2,1,53,32,69,60,48,42,18,34,0,48,28,32,43,21,30
chr16,6614510,9,2,0,6,3,3,5,9,6,2,11,8,4,2,6,8,2,8,7,3,4,2,7,8,25,5,11,6,4,3,6,2,1,0,1,3,8,2,6,3,2,6,0,0,3,3,10,7,5,6,4,3,0,11,2,0,3,1,4
chr16,6614529,16,1,5,9,6,5,15,14,8,6,11,11,5,7,5,9,4,14,6,8,9,6,12,10,30,8,10,10,8,5,7,13,13,0,0,5,5,4,11,9,2,6,1,0,14,5,14,9,9,5,6,7,0,10,7,6,8,1,9
chr16,31024052,14,1,5,8,6,5,15,15,9,6,11,11,5,7,5,9,4,13,6,8,8,6,12,10,30,8,10,10,8,5,7,13,13,0,0,5,5,4,10,9,2,6,1,0,14,4,14,9,9,5,6,7,0,10,8,6,9,1,9
chr16,31024053,22,0,4,8,15,11,10,19,4,7,8,8,5,4,7,7,4,9,10,8,15,6,5,4,31,3,10,6,8,9,8,8,11,0,0,4,17,4,9,4,6,12,0,1,21,9,22,9,14,7,7,7,0,6,0,5,11,3,2
chr16,31024054,19,0,4,7,15,11,12,13,4,5,8,8,5,4,10,6,4,9,9,8,13,5,4,5,28,3,10,5,7,11,7,7,9,0,0,5,14,4,8,4,7,11,0,1,21,8,18,10,15,8,6,6,0,5,1,4,12,3,2
chr16,31024075,20,0,3,6,12,10,11,13,3,5,9,7,4,4,11,6,4,8,8,7,12,4,3,5,29,1,11,5,7,11,8,7,9,0,0,5,17,4,8,4,5,12,0,1,20,7,19,10,15,8,6,6,0,5,1,5,12,3,3
chr16,31024089,22,0,4,5,10,13,11,14,3,5,12,7,4,6,10,5,4,8,8,6,12,4,2,5,30,1,8,5,8,10,8,6,10,0,0,5,18,4,9,3,5,12,0,0,20,7,18,9,15,9,7,5,0,5,1,5,11,3,3
chr16,31024157,22,1,2,6,7,6,15,12,7,5,13,8,3,3,7,9,5,9,7,6,15,9,9,14,31,6,7,7,6,12,7,10,11,2,1,4,15,3,5,6,5,14,0,0,22,6,18,15,16,6,5,9,0,5,9,9,15,3,3
chr16,31024160,24,1,3,7,9,5,13,13,7,5,12,8,3,3,6,8,4,8,7,5,15,7,10,13,28,6,7,6,5,12,8,10,11,2,1,4,16,3,5,3,4,14,0,0,22,6,17,15,15,7,5,8,0,6,7,10,14,4,2
chr16,31024161,23,1,2,6,8,5,13,13,7,5,12,9,3,4,7,8,4,10,8,4,17,6,10,13,28,6,8,6,5,11,7,9,9,2,1,5,16,3,5,3,6,14,0,0,22,5,16,15,17,10,5,8,0,6,4,11,12,3,3
chr16,31024162,14,1,5,9,5,6,12,14,8,8,9,11,4,8,4,8,5,13,5,9,9,6,11,8,29,6,9,10,5,5,6,11,9,0,0,5,5,4,11,6,3,3,1,0,14,5,13,10,7,3,4,9,0,7,8,5,7,3,7
chr16,31024163,13,1,5,8,6,5,15,15,9,6,11,11,5,7,5,9,4,13,6,8,8,6,12,11,29,8,10,10,8,5,6,13,13,0,0,5,5,4,10,9,2,6,1,0,14,4,14,9,9,5,6,7,0,10,7,6,9,1,9
chr16,6614127,15,1,7,7,6,6,11,10,7,9,12,8,5,6,3,9,6,15,5,8,8,7,11,14,41,5,6,12,3,7,7,10,6,0,0,6,9,5,11,6,4,3,1,0,15,8,16,12,9,6,9,11,0,6,14,3,11,7,5
chr16,6614128,18,2,10,4,8,10,14,17,10,8,9,15,10,10,8,12,12,11,12,9,12,8,10,16,47,5,14,10,11,18,17,8,16,0,0,8,16,13,12,7,7,8,0,0,22,10,35,16,11,12,8,8,0,8,13,8,19,7,4
chr16,6614523,23,1,2,6,8,5,13,14,7,5,11,9,3,4,7,8,4,10,8,4,17,6,10,12,28,6,8,6,5,11,7,9,9,2,1,5,16,3,5,3,6,14,0,0,22,5,16,15,16,10,5,8,0,6,4,11,12,3,3
chr16,6614153,9,2,6,7,5,1,12,14,9,12,7,10,8,5,11,6,8,4,11,8,6,3,12,9,48,4,10,13,5,9,7,4,14,0,0,4,12,9,6,4,5,7,0,0,10,8,11,4,12,5,2,11,0,7,7,4,7,1,7
chr16,6614154,9,2,6,7,5,1,12,14,9,12,8,10,8,5,11,6,8,4,11,8,6,3,12,9,48,3,10,13,5,9,7,4,14,0,0,4,12,9,6,4,5,7,0,0,10,8,11,4,12,5,2,11,0,7,7,5,7,1,7
chr16,6614501,13,2,1,0,6,3,12,5,6,3,3,18,6,5,0,2,5,7,4,2,3,3,4,6,21,5,5,7,1,10,7,16,8,0,0,8,12,8,5,4,7,5,0,0,12,5,11,14,9,10,15,8,0,7,2,2,6,1,1
chr16,31024185,12,1,2,0,10,2,11,6,6,5,3,19,8,6,2,4,10,8,6,5,3,7,7,5,22,4,2,7,3,10,8,18,11,0,0,7,14,8,6,3,9,5,0,0,14,5,14,17,14,11,10,14,0,9,4,2,7,2,0
chr16,27457899,94,9,69,57,75,72,101,86,69,63,69,89,56,70,60,59,66,75,83,65,51,56,55,94,133,56,75,96,64,68,69,74,75,4,6,75,77,60,74,62,65,89,1,4,86,56,110,99,89,76,81,63,0,65,75,50,71,37,55
chr16,6614489,10,1,1,0,9,2,14,4,6,3,2,12,6,4,0,2,5,7,4,3,3,5,4,6,18,2,3,5,2,9,6,9,6,0,0,9,10,6,6,3,6,4,0,0,8,2,9,12,7,4,5,6,0,6,1,2,6,2,0
chr16,6614535,11,0,6,1,6,4,6,11,7,3,3,8,8,2,1,4,3,6,2,6,2,2,9,10,17,1,1,1,7,10,11,7,5,0,0,4,6,5,11,8,4,11,0,0,8,5,8,11,13,8,4,7,0,3,6,0,14,4,3
chr16,31024169,13,1,9,4,9,9,6,15,12,3,5,9,7,3,1,4,5,6,5,6,6,3,9,12,20,3,3,5,12,9,13,7,8,0,0,4,9,5,10,6,8,12,0,0,12,4,11,12,16,9,4,8,0,3,6,2,15,4,3
chr16,6614512,11,0,5,1,7,6,7,13,10,2,3,9,8,5,2,3,2,7,3,9,2,2,7,9,18,2,1,2,10,11,8,8,5,0,0,3,6,5,10,4,6,9,0,0,8,3,11,12,14,6,3,11,0,4,7,1,13,3,3
chr16,6614130,13,1,7,3,5,4,4,12,9,4,1,9,7,4,2,5,4,5,5,11,1,3,7,12,18,1,2,3,7,11,8,6,5,0,0,3,7,4,11,4,5,9,0,0,10,3,6,13,12,4,7,9,0,6,6,1,12,4,3
chr16,6614533,12,1,7,3,5,4,4,12,9,4,1,9,7,4,2,4,4,5,5,11,1,4,7,13,17,1,2,4,7,11,9,6,5,0,0,3,6,4,10,5,6,8,0,0,10,3,7,13,12,4,6,10,0,7,6,0,13,4,3
chr16,6614518,12,1,7,3,4,4,4,12,9,5,1,9,8,4,2,4,4,5,5,11,2,5,7,13,19,1,3,5,8,10,9,6,6,0,0,3,6,5,10,4,6,8,0,0,10,3,7,14,12,4,6,10,0,7,6,0,13,4,3
chr16,31022505,11,2,3,6,8,4,13,16,10,9,10,19,3,6,8,10,9,3,12,7,1,8,8,17,38,2,12,12,9,9,8,8,7,0,1,12,12,11,4,8,10,8,1,0,9,9,9,10,17,8,9,12,0,5,10,3,11,3,4
chr16,31022511,16,1,7,8,8,5,26,21,17,7,12,19,5,17,12,8,7,7,10,8,5,7,11,18,60,10,20,9,7,18,8,13,8,0,2,19,14,8,10,11,10,10,1,0,11,10,12,16,23,10,17,13,0,8,13,3,16,6,6
chr16,31022514,15,0,6,3,6,4,19,15,11,2,6,14,7,1,5,9,7,4,3,3,4,2,6,11,35,4,9,3,5,12,8,11,6,0,2,14,8,9,10,8,7,6,0,0,8,5,14,15,11,7,7,8,0,5,10,1,18,5,4
chr17,19200847,14,0,7,3,8,9,22,16,10,3,7,13,11,2,6,9,7,14,1,9,8,4,8,11,41,5,12,1,6,14,11,10,9,0,2,15,11,12,16,10,8,10,0,0,12,6,16,20,12,9,9,9,0,6,14,2,18,7,6
chr17,19200931,14,0,7,3,8,8,22,16,9,3,7,13,12,3,5,10,7,10,1,8,8,3,8,11,44,5,12,1,6,14,11,10,9,0,2,15,12,12,13,10,8,10,0,0,11,7,17,18,13,10,9,9,0,6,14,2,17,6,5
chr17,19200932,10,0,6,2,9,7,16,9,6,3,6,9,10,1,1,7,5,6,1,3,4,2,9,9,25,2,3,1,7,11,12,9,9,0,1,11,5,9,13,9,4,12,0,0,9,7,11,15,13,8,6,10,0,4,9,0,17,3,5
chr17,19200937,10,0,6,1,6,5,4,13,9,3,2,9,7,4,2,3,4,4,5,9,1,2,6,11,16,1,1,3,7,10,8,8,6,0,0,3,7,4,10,4,6,10,0,0,9,3,5,12,12,6,4,8,0,5,5,0,13,4,3
chr17,19200961,60,7,36,29,42,40,74,49,29,44,45,63,36,32,32,37,38,48,50,52,31,38,32,56,109,33,49,56,43,49,36,54,50,0,3,46,58,39,46,36,37,46,1,3,52,37,68,61,53,46,49,31,0,47,38,24,48,15,25
chr17,19200962,13,3,4,2,15,1,16,7,10,7,2,20,7,6,4,4,6,8,7,4,6,8,5,9,30,3,8,7,4,11,6,9,7,0,1,9,13,11,9,2,6,11,0,0,10,5,14,21,14,8,6,6,0,7,5,1,13,4,0
chr17,19200968,12,0,4,3,6,4,15,14,14,5,9,18,5,3,8,7,6,1,9,6,3,3,6,11,39,4,13,6,7,12,8,10,7,0,2,12,7,9,7,8,8,5,1,0,12,8,10,13,14,6,10,10,0,3,12,4,14,6,4
chr17,19200930,12,0,7,3,7,6,20,17,11,4,5,15,9,1,6,11,7,8,2,7,8,3,8,12,35,4,14,3,5,15,12,9,9,0,2,13,8,11,15,9,6,7,0,0,8,7,17,16,10,9,11,8,0,5,12,1,16,5,5
chr17,19201064,11,0,5,2,8,7,15,10,6,3,6,8,10,1,2,6,4,6,1,3,4,2,9,8,24,2,3,0,7,11,12,9,9,0,1,10,5,9,13,8,4,12,0,0,8,7,12,13,12,8,6,9,0,4,9,0,17,3,5
chr17,19201089,7,1,7,5,10,13,21,20,7,8,8,13,8,13,9,3,2,10,11,7,9,4,16,26,49,7,17,15,11,6,4,8,12,2,0,15,8,4,11,6,5,3,0,0,17,6,14,14,6,16,7,4,0,11,10,1,7,2,6
